moisture,temp,humidity,rainfall,time_of_day,pump
26.1,33.4,63.0,0,8,0
28.8,32.8,56.2,0,0,0
34.4,32.2,56.9,1,20,0
11.8,34.7,45.8,0,22,1
29.7,23.0,59.1,0,4,0
22.9,38.2,63.4,0,14,0
26.3,23.2,56.3,1,13,0
33.5,27.7,49.9,0,10,0
15.4,31.1,50.6,0,22,1
16.9,34.7,57.2,0,16,1
9.5,20.0,55.5,0,20,1
20.6,31.9,64.0,0,13,1
35.6,35.2,50.2,0,5,0
24.0,36.0,42.8,1,21,0
14.3,29.2,58.6,0,3,1
21.1,30.8,50.2,0,12,1
13.1,29.5,62.8,1,20,0
16.0,30.4,55.1,1,23,0
28.1,27.9,61.5,0,21,0
15.6,28.4,44.9,0,16,1
33.9,33.7,56.4,1,20,0
24.4,32.5,48.0,0,11,0
25.7,34.0,42.8,0,22,0
22.8,32.9,46.4,0,11,0
31.2,34.8,49.6,0,23,0
31.3,35.5,67.4,1,3,0
27.7,25.0,49.3,0,1,0
29.5,28.6,42.3,0,19,0
23.3,31.1,56.3,0,5,0
29.3,31.9,55.3,0,5,0
22.3,29.3,50.1,1,21,0
25.0,35.6,53.4,0,0,0
22.8,39.9,64.8,0,10,0
21.3,32.7,61.7,0,22,1
19.5,32.3,60.8,0,22,1
28.7,35.4,43.2,0,20,0
35.5,24.5,83.9,1,11,0
34.4,32.1,65.5,0,3,0
14.9,35.9,60.2,0,15,1
35.3,29.4,43.4,0,18,0
22.5,27.1,64.5,0,10,0
29.8,31.3,50.0,0,10,0
17.8,31.8,53.1,0,12,1
26.1,28.4,38.2,0,12,0
27.5,40.4,42.6,1,7,0
13.1,30.1,59.4,0,10,1
29.9,27.4,65.1,0,15,0
35.8,31.6,61.8,0,12,0
23.6,35.6,61.5,0,23,0
35.9,32.1,54.4,1,2,0
23.5,33.9,50.9,1,10,0
31.8,28.5,57.9,0,20,0
7.3,38.0,63.2,1,7,0
44.4,34.2,55.0,0,9,0
37.0,36.2,67.1,0,21,0
22.7,33.5,52.8,0,17,0
9.2,35.3,45.2,1,16,0
27.3,28.5,54.9,0,6,0
13.4,30.0,56.1,1,17,0
28.6,37.4,54.2,0,9,0
28.3,38.2,67.8,0,19,0
17.5,27.4,63.1,0,21,1
34.0,33.0,40.7,0,12,0
31.4,30.3,70.3,0,6,0
32.8,29.2,27.6,1,22,0
25.1,33.1,76.5,0,6,0
13.7,36.6,52.1,0,19,1
32.8,33.8,53.1,0,10,0
22.8,30.7,54.4,1,9,0
13.9,34.1,58.9,0,11,1
35.8,30.6,55.0,1,12,0
41.8,33.6,53.7,1,11,0
24.7,37.6,68.1,0,11,0
42.3,23.7,60.7,0,5,0
25.7,35.2,45.4,0,2,0
22.0,25.8,62.4,0,7,0
20.0,36.9,60.2,0,16,1
38.1,29.5,49.5,0,12,0
18.8,27.1,62.9,1,7,0
30.9,34.8,53.4,0,4,0
20.5,33.5,52.8,0,23,1
21.3,28.0,52.5,0,3,1
33.2,27.0,30.7,0,15,0
22.0,31.3,49.7,1,17,0
21.8,27.2,62.1,0,3,1
34.1,27.8,54.8,0,10,0
37.8,32.5,42.1,0,7,0
30.2,28.1,64.6,0,0,0
19.8,33.7,52.0,0,12,1
20.9,38.0,42.8,0,20,1
25.6,31.4,77.1,0,21,0
27.6,32.5,44.5,0,3,0
17.1,40.1,63.8,1,3,0
30.8,27.2,47.3,0,3,0
25.7,36.8,56.4,0,12,0
11.3,36.3,46.0,1,18,0
17.6,35.4,42.6,1,15,0
21.0,37.2,60.2,0,13,1
24.4,33.1,59.1,0,9,0
40.1,29.7,66.4,1,4,0
26.9,36.4,54.7,0,14,0
18.3,36.5,77.2,0,5,1
26.8,36.4,57.7,0,18,0
22.2,32.2,60.7,0,13,0
27.6,29.1,41.4,0,10,0
29.6,32.8,48.9,0,2,0
34.7,35.8,60.2,1,1,0
24.8,36.1,54.2,0,5,0
38.1,30.3,56.9,0,23,0
32.3,33.3,46.8,0,7,0
19.3,26.8,56.2,0,0,1
42.7,35.9,56.2,0,13,0
27.6,28.9,43.2,0,15,0
18.3,35.1,61.4,0,16,1
38.2,27.4,38.0,0,7,0
41.6,36.1,56.8,1,16,0
24.7,33.3,72.7,0,12,0
21.0,28.9,61.8,0,18,1
23.6,34.8,61.7,1,8,0
30.7,29.6,46.0,0,2,0
35.2,35.0,72.7,0,17,0
29.6,30.9,68.8,0,0,0
25.8,25.1,46.6,0,12,0
37.0,28.1,50.3,0,12,0
22.5,30.3,67.5,0,11,0
33.2,37.5,73.0,0,0,0
22.7,35.6,42.4,1,9,0
28.4,38.5,45.0,0,18,0
24.1,38.6,53.6,0,21,0
24.6,29.9,33.3,0,6,0
22.0,31.2,55.2,0,13,0
35.8,30.4,66.9,0,5,0
19.1,29.3,40.6,0,5,1
19.1,24.6,56.3,0,8,1
42.0,31.9,49.2,0,19,0
32.8,26.9,71.4,0,15,0
5.9,31.9,49.3,0,4,1
20.5,40.5,70.2,0,14,1
10.5,30.0,49.0,0,0,1
17.4,32.8,62.7,1,3,0
5.0,35.6,57.5,1,9,0
23.9,33.1,53.6,1,5,0
15.9,33.2,47.1,1,22,0
25.5,30.6,58.2,0,1,0
12.0,31.1,50.6,0,9,1
25.7,28.2,48.1,0,21,0
21.7,35.4,69.7,0,18,1
37.0,25.0,60.5,0,22,0
36.3,35.9,61.4,0,8,0
31.3,26.4,51.1,0,10,0
22.4,35.9,53.1,0,3,0
40.9,30.6,52.5,0,23,0
12.6,27.1,58.4,1,9,0
13.8,34.3,61.4,0,5,1
24.3,35.7,54.7,1,2,0
43.0,30.2,47.1,0,12,0
23.4,34.9,62.6,0,18,0
23.5,22.9,55.3,0,2,0
13.5,26.7,40.6,0,19,1
32.6,37.2,33.6,1,17,0
32.6,31.1,58.0,0,11,0
31.3,24.6,46.7,0,11,0
20.0,29.2,59.3,0,20,1
19.3,28.3,47.2,0,11,1
14.7,31.3,56.3,1,23,0
25.7,30.5,51.2,0,6,0
16.4,32.7,72.5,0,8,1
15.6,31.7,64.5,0,11,1
21.6,37.4,68.5,0,18,1
21.1,33.7,55.2,0,3,1
20.7,33.8,63.2,0,23,1
28.7,36.7,55.9,0,9,0
25.6,30.4,69.7,0,18,0
22.7,27.0,54.3,0,16,0
26.5,36.8,41.0,0,17,0
17.1,32.5,35.0,0,9,1
25.8,32.6,71.7,0,23,0
26.2,29.5,59.8,0,11,0
13.0,29.5,60.4,0,22,1
33.0,35.4,69.9,0,19,0
17.9,35.9,38.5,0,7,1
25.7,35.1,51.4,0,18,0
34.3,35.2,52.6,1,0,0
32.4,34.3,62.4,0,3,0
25.3,32.5,48.1,0,5,0
22.1,31.3,43.0,0,21,0
32.6,36.8,42.9,0,3,0
30.4,30.5,66.5,0,15,0
20.1,33.5,47.6,1,7,0
18.6,28.8,49.5,1,8,0
8.4,29.4,61.3,0,14,1
26.2,31.1,48.0,0,17,0
24.3,28.8,38.0,0,2,0
34.1,35.2,39.2,0,23,0
27.9,26.6,54.4,0,16,0
35.7,32.4,60.0,1,0,0
19.4,32.5,53.0,0,6,1
34.1,24.8,59.3,0,9,0
20.8,30.2,38.9,0,14,1
31.2,33.0,39.5,0,22,0
13.3,33.7,77.5,0,12,1
26.9,31.2,67.3,1,22,0
9.1,34.7,62.7,0,4,1
22.9,31.6,48.4,0,6,0
28.5,32.1,52.6,0,13,0
20.8,33.0,55.0,1,13,0
16.6,35.7,68.1,0,8,1
31.8,29.3,59.0,0,21,0
24.2,30.1,60.3,0,5,0
21.1,29.3,53.3,0,18,1
25.3,30.7,62.9,1,14,0
46.1,37.7,58.0,0,15,0
34.2,34.3,55.4,0,22,0
34.3,27.5,47.6,0,21,0
28.5,29.6,53.9,0,11,0
26.3,33.5,44.2,0,20,0
5.8,28.4,54.6,0,2,1
19.6,29.1,55.9,0,2,1
21.2,37.4,31.0,0,5,1
10.0,29.5,52.7,0,21,1
15.7,35.8,43.2,0,20,1
9.2,37.0,60.0,1,18,0
24.7,29.1,61.4,0,11,0
31.6,28.4,50.7,0,15,0
33.9,30.9,60.5,1,17,0
28.3,27.6,60.9,1,3,0
17.3,32.5,52.7,0,19,1
9.5,31.2,70.3,0,12,1
10.9,33.4,47.7,1,12,0
14.8,37.6,69.7,0,1,1
17.9,35.3,52.7,1,8,0
23.7,34.0,46.6,1,10,0
16.9,24.1,51.5,0,2,1
27.7,33.8,44.0,0,16,0
23.1,38.9,62.8,0,11,0
25.1,20.0,39.0,1,4,0
34.1,34.8,68.9,1,13,0
15.6,31.4,45.6,0,18,1
28.3,28.6,63.4,0,21,0
24.9,35.2,55.2,0,16,0
22.3,38.8,57.7,1,3,0
32.1,35.1,49.1,0,0,0
32.0,30.5,58.5,0,16,0
17.4,28.2,56.3,0,9,1
23.5,32.6,40.4,0,7,0
27.2,35.5,45.4,1,10,0
22.8,30.5,49.6,0,19,0
29.7,30.8,47.5,0,9,0
27.2,43.3,67.5,0,18,0
39.7,36.3,55.1,0,5,0
12.8,36.6,47.2,0,10,1
24.0,26.2,50.1,1,15,0
17.7,29.2,50.0,0,9,1
29.8,32.3,52.1,0,21,0
12.1,28.0,44.2,0,0,1
27.8,38.4,46.9,1,7,0
20.0,37.6,62.7,0,16,1
19.1,29.9,56.9,0,18,1
13.4,39.1,53.5,0,8,1
21.3,32.0,55.0,1,19,0
33.7,42.4,54.5,1,7,0
24.8,32.6,52.9,0,8,0
30.0,34.3,60.2,1,15,0
38.3,37.6,59.4,0,13,0
27.1,37.1,39.3,0,23,0
20.5,34.0,53.7,1,5,0
28.7,31.4,39.9,0,8,0
20.6,34.1,61.4,1,10,0
21.0,28.7,62.7,0,21,1
12.8,32.6,48.9,0,14,1
32.4,27.6,53.8,0,14,0
21.9,24.9,33.9,0,4,1
26.5,32.2,64.7,0,7,0
16.7,37.0,62.1,0,19,1
28.5,35.7,66.5,0,2,0
18.9,31.7,69.9,1,19,0
23.9,39.0,42.8,0,3,0
32.0,29.7,63.9,1,6,0
31.3,24.3,69.8,0,16,0
24.8,23.3,40.1,0,11,0
10.9,27.3,53.3,0,5,1
48.9,35.3,51.4,0,23,0
39.0,29.5,63.6,1,22,0
30.8,33.8,31.1,1,20,0
19.0,38.6,73.2,0,3,1
24.1,27.6,53.9,0,17,0
20.7,33.9,64.2,0,15,1
35.1,34.2,54.4,1,0,0
27.1,28.6,59.9,1,16,0
18.7,37.4,31.8,0,4,1
21.2,30.8,51.2,0,22,1
34.0,30.5,63.5,0,17,0
37.8,40.4,57.9,1,5,0
37.2,34.1,38.6,1,22,0
31.1,35.7,55.6,1,12,0
23.0,37.4,46.8,0,7,0
5.0,29.4,45.9,0,18,1
27.4,37.0,39.8,0,15,0
25.0,30.0,61.2,0,17,0
26.1,29.8,66.1,0,6,0
25.4,30.9,76.2,0,23,0
14.4,29.5,40.3,0,8,1
29.5,35.3,62.7,0,20,0
30.1,33.1,63.3,0,0,0
30.5,30.0,49.2,1,8,0
32.6,34.7,45.8,0,9,0
29.8,30.9,44.1,0,20,0
21.7,30.7,49.7,1,17,0
24.4,32.2,57.0,0,21,0
25.7,33.9,68.6,0,0,0
25.9,33.6,66.1,1,12,0
33.0,30.5,38.8,1,13,0
30.1,35.4,47.1,0,22,0
41.6,31.1,68.0,0,6,0
42.7,29.4,47.7,1,7,0
25.6,26.1,54.4,0,0,0
5.0,35.9,37.9,0,1,1
34.9,32.0,66.5,0,10,0
20.7,32.8,35.9,1,0,0
18.6,36.2,38.6,0,23,1
21.8,30.1,65.5,0,11,1
21.4,26.5,74.2,0,7,1
29.9,32.3,52.1,0,2,0
12.5,33.2,54.5,0,9,1
16.4,30.9,64.1,0,14,1
27.7,37.9,57.9,0,11,0
30.0,22.1,51.3,1,1,0
30.1,36.5,50.1,0,4,0
18.7,35.2,39.3,0,8,1
17.2,33.8,57.3,0,17,1
20.9,18.7,54.1,0,5,1
26.9,37.1,50.6,0,10,0
36.9,27.9,45.0,0,13,0
8.6,30.0,46.0,0,0,1
23.2,31.3,61.2,0,22,0
14.3,33.6,63.8,1,3,0
11.8,34.6,51.7,0,6,1
32.7,35.6,50.7,0,8,0
29.4,35.3,46.5,1,16,0
28.6,33.0,64.4,1,16,0
32.4,33.7,55.3,1,10,0
21.2,27.6,58.7,0,22,1
21.5,29.0,58.6,1,11,0
42.5,35.6,51.9,1,14,0
23.0,35.3,43.3,0,1,0
30.9,34.9,45.0,0,7,0
25.1,29.9,66.3,0,19,0
10.2,35.6,47.7,0,22,1
8.6,27.4,50.9,0,1,1
20.4,36.3,43.7,0,23,1
33.4,31.0,42.8,0,5,0
31.3,38.7,47.3,0,0,0
32.3,25.9,71.9,0,17,0
17.1,39.1,61.6,0,3,1
37.9,30.6,49.7,0,7,0
17.3,30.5,65.8,1,7,0
26.7,32.8,53.5,0,13,0
24.9,29.2,68.5,0,19,0
23.6,31.7,77.1,0,13,0
35.7,29.0,65.3,1,0,0
19.4,29.2,55.9,0,19,1
14.2,33.9,62.0,1,2,0
25.2,28.4,55.2,0,14,0
21.8,28.9,36.6,0,18,1
52.0,26.5,48.5,0,0,0
30.4,30.0,45.5,0,2,0
21.7,37.2,48.2,0,19,1
16.6,28.6,72.9,1,0,0
10.0,29.1,66.2,0,18,1
16.8,32.8,59.4,0,16,1
25.9,30.5,63.1,0,12,0
36.4,40.9,36.1,0,19,0
34.0,31.3,62.3,0,15,0
26.8,33.3,64.4,0,11,0
22.4,35.8,32.6,0,6,0
27.2,35.7,62.7,0,23,0
20.9,32.9,40.8,0,23,1
38.7,31.4,35.3,0,16,0
23.5,40.1,68.3,1,10,0
24.3,31.6,44.9,1,21,0
7.3,30.2,47.8,0,7,1
23.4,29.4,64.9,0,9,0
31.7,25.1,51.9,0,15,0
16.5,35.3,53.2,0,9,1
19.0,22.6,53.0,1,23,0
31.3,32.0,58.5,0,7,0
13.2,31.2,52.7,1,4,0
33.5,41.0,56.1,0,16,0
20.7,24.7,50.0,0,12,1
21.9,28.4,58.5,0,9,1
16.0,31.5,58.1,0,9,1
28.0,31.2,74.0,1,20,0
44.7,29.8,51.2,0,22,0
31.3,31.7,53.2,0,11,0
18.1,27.0,57.4,1,11,0
34.1,33.4,64.6,0,6,0
22.5,22.7,44.1,0,10,0
36.0,31.9,56.0,0,19,0
31.5,29.6,29.9,0,23,0
5.0,36.1,52.3,0,11,1
17.0,39.0,65.7,0,3,1
32.6,30.7,47.7,0,17,0
26.2,37.6,56.8,0,9,0
16.8,30.7,49.7,0,19,1
19.9,28.1,46.4,0,1,1
9.8,39.0,64.7,1,0,0
24.3,34.1,44.5,1,13,0
42.7,32.0,57.9,0,16,0
31.4,34.7,58.1,0,3,0
42.5,33.1,46.5,0,8,0
32.1,31.7,56.6,0,6,0
33.2,26.7,45.7,1,20,0
40.8,30.9,60.2,0,21,0
28.0,34.5,41.9,0,16,0
23.5,31.5,51.6,0,2,0
33.3,35.6,52.5,0,0,0
36.6,33.5,66.1,0,9,0
21.2,28.5,56.4,1,4,0
19.2,26.7,64.6,1,3,0
26.1,31.4,60.5,0,18,0
31.7,29.9,60.5,0,5,0
31.4,33.3,51.7,0,5,0
13.6,29.1,65.2,0,8,1
40.3,29.5,51.4,0,19,0
19.9,36.2,37.7,1,8,0
22.9,32.6,52.9,0,14,0
17.8,29.2,59.5,0,19,1
46.6,32.1,38.9,0,7,0
26.9,37.5,46.1,0,23,0
18.2,33.2,42.7,0,1,1
31.9,34.4,62.9,0,9,0
31.2,29.0,71.7,1,13,0
23.5,36.1,52.9,0,23,0
31.7,41.3,60.3,0,1,0
18.4,28.8,60.1,0,23,1
21.1,27.3,70.5,0,21,1
8.9,32.7,48.5,0,12,1
14.4,35.5,52.8,0,18,1
39.5,31.6,51.6,0,6,0
38.1,27.8,55.8,0,11,0
25.5,31.6,80.0,0,5,0
38.3,34.4,55.3,1,2,0
23.7,30.4,46.5,1,4,0
23.1,34.4,43.5,0,3,0
25.5,36.7,67.5,1,13,0
24.0,33.0,46.4,1,5,0
23.3,31.9,61.6,0,16,0
34.1,35.3,48.2,0,16,0
26.2,28.6,42.3,0,23,0
30.7,28.2,61.1,0,12,0
33.3,30.9,48.7,0,23,0
28.1,30.0,59.3,0,11,0
17.2,28.8,60.0,0,23,1
14.2,39.3,60.5,0,1,1
26.2,40.7,52.3,0,13,0
23.6,30.6,61.9,0,4,0
25.7,32.4,45.8,1,7,0
24.9,31.2,30.5,1,14,0
45.7,36.4,62.1,0,8,0
14.4,37.2,56.7,0,15,1
9.1,24.9,48.9,0,12,1
27.7,33.9,40.3,1,21,0
22.0,26.8,34.6,1,14,0
27.5,39.0,55.5,0,3,0
29.7,33.8,71.5,0,15,0
35.3,28.7,53.6,0,11,0
12.9,31.0,51.4,1,19,0
20.5,30.8,54.8,1,21,0
28.4,34.1,76.8,0,11,0
31.2,36.2,62.5,0,14,0
42.5,27.4,45.7,0,4,0
32.6,39.4,55.3,1,0,0
24.5,38.4,58.3,0,19,0
17.9,28.5,44.4,0,2,1
20.5,32.3,62.6,0,7,1
20.3,38.8,46.8,1,6,0
30.2,36.9,39.9,0,12,0
27.1,30.7,55.8,0,9,0
14.4,35.3,54.2,0,16,1
21.5,44.0,55.0,0,10,1
32.0,32.4,47.4,0,7,0
27.8,29.5,48.7,0,22,0
29.5,32.7,66.3,0,14,0
28.1,33.0,59.4,1,11,0
38.0,29.9,45.4,1,17,0
26.9,33.8,35.5,0,9,0
21.9,27.0,45.9,1,11,0
17.7,29.3,56.6,0,3,1
27.0,35.0,48.7,0,14,0
5.5,25.0,47.9,0,17,1
23.5,35.6,49.1,0,12,0
23.4,24.0,54.3,1,23,0
14.1,25.1,62.8,1,16,0
17.6,30.0,55.0,0,0,1
31.5,33.1,55.6,0,23,0
26.8,37.3,52.8,0,4,0
25.8,32.2,50.0,1,16,0
27.5,31.0,63.9,0,19,0
25.7,34.3,62.4,0,17,0
34.9,28.5,75.5,1,8,0
26.0,32.6,61.1,1,9,0
13.3,27.2,50.0,0,21,1
38.0,32.3,46.0,1,16,0
28.0,31.5,64.5,0,0,0
20.3,28.8,46.9,0,3,1
15.0,32.7,63.1,1,17,0
28.2,32.6,47.4,0,14,0
24.1,36.7,58.5,0,14,0
37.6,25.6,44.4,0,0,0
22.2,31.7,62.8,1,21,0
18.3,29.0,42.7,0,23,1
32.2,35.5,57.7,0,0,0
32.4,35.0,53.0,0,10,0
26.3,34.0,56.0,0,10,0
30.4,29.2,51.0,0,5,0
24.7,35.5,50.8,0,0,0
26.9,25.9,56.5,0,13,0
34.3,25.1,45.0,0,23,0
30.0,26.9,44.9,0,5,0
23.6,31.9,51.4,0,16,0
35.8,34.7,51.0,0,8,0
6.1,20.1,44.9,0,16,1
41.4,37.3,64.2,1,13,0
11.4,32.5,51.7,0,18,1
20.0,25.7,52.7,0,7,1
24.7,32.4,41.7,0,23,0
23.8,36.4,75.7,0,22,0
33.1,34.4,79.3,1,11,0
16.5,36.4,47.2,0,1,1
27.1,26.5,67.3,0,2,0
20.4,30.3,54.1,0,20,1
27.4,28.3,71.0,1,12,0
24.5,38.9,58.4,0,4,0
25.7,34.6,56.0,0,17,0
20.6,43.4,30.0,0,0,1
20.9,30.1,46.2,0,4,1
27.3,29.1,55.2,0,20,0
32.5,31.4,57.0,0,11,0
20.2,37.5,42.9,0,18,1
18.0,30.5,47.7,0,23,1
29.9,32.5,60.5,0,5,0
24.7,32.4,41.2,1,1,0
31.6,32.2,56.3,1,1,0
17.8,29.4,67.4,0,19,1
10.8,31.5,58.9,0,12,1
20.7,31.3,58.4,1,13,0
18.9,32.0,34.8,1,5,0
24.4,35.8,46.8,0,11,0
19.9,39.0,75.5,0,12,1
30.9,28.6,49.0,1,23,0
22.7,30.4,67.6,0,7,0
26.2,28.7,48.9,0,13,0
26.3,32.7,52.2,1,17,0
26.6,29.8,60.2,0,3,0
24.8,33.0,56.0,0,5,0
29.1,36.4,58.8,0,21,0
18.6,21.9,46.8,1,5,0
36.2,34.0,43.6,1,14,0
23.1,30.2,46.1,0,23,0
14.5,33.8,49.7,0,23,1
26.5,28.4,52.7,0,12,0
18.2,36.8,65.4,1,6,0
30.3,35.7,55.9,0,12,0
42.7,34.3,59.8,0,20,0
18.7,35.2,56.4,0,5,1
27.7,29.0,43.8,0,5,0
11.0,29.5,55.2,1,13,0
28.6,35.0,56.3,0,2,0
17.9,28.9,62.6,1,10,0
20.0,37.8,44.3,0,12,1
16.2,30.7,34.6,0,2,1
30.9,34.0,56.8,1,11,0
33.1,40.4,58.5,0,22,0
25.2,29.2,53.2,0,21,0
18.1,32.3,55.3,1,20,0
37.7,36.2,63.8,0,21,0
19.0,35.8,50.4,0,21,1
7.7,30.7,52.2,0,19,1
28.7,29.9,55.8,1,4,0
16.2,31.1,42.8,0,12,1
32.9,37.8,53.5,0,22,0
22.0,30.9,54.4,1,10,0
29.8,32.3,71.4,0,16,0
36.2,30.3,52.0,0,9,0
15.3,34.8,57.0,0,11,1
20.5,32.6,64.2,1,5,0
24.4,28.0,46.6,1,4,0
37.3,28.1,68.8,0,21,0
19.7,24.0,72.6,0,0,1
20.2,28.7,54.7,0,19,1
28.8,35.2,49.6,0,23,0
20.4,37.3,71.3,0,19,1
26.2,34.7,63.0,0,14,0
12.6,34.2,55.8,1,15,0
42.7,31.5,69.3,0,9,0
14.2,35.1,68.2,0,23,1
22.4,33.1,51.6,0,7,0
24.7,39.2,57.5,0,1,0
40.3,31.6,60.8,0,21,0
14.4,37.4,55.3,1,6,0
40.9,35.5,41.1,0,22,0
31.1,34.9,45.6,0,0,0
28.3,24.0,41.4,0,19,0
17.1,35.7,59.9,1,22,0
29.6,31.5,43.2,0,5,0
19.2,30.2,56.9,0,12,1
35.1,26.1,73.3,0,11,0
17.2,32.0,69.3,1,18,0
24.1,32.1,36.6,0,16,0
20.6,26.8,42.2,0,4,1
17.1,26.1,47.2,0,23,1
30.9,33.9,43.3,0,14,0
29.3,35.5,38.5,0,13,0
34.7,32.8,54.9,0,2,0
10.8,36.6,62.1,0,4,1
33.5,31.7,64.5,0,13,0
45.0,31.8,50.3,1,7,0
21.4,28.3,52.3,0,10,1
40.2,25.8,58.6,0,14,0
22.9,39.4,53.9,0,12,0
14.0,36.5,63.1,0,4,1
22.6,26.4,59.3,0,12,0
33.4,32.6,51.2,0,2,0
18.3,31.6,36.4,0,12,1
20.2,30.9,70.0,1,10,0
29.7,30.4,48.1,1,8,0
25.0,33.5,58.6,1,3,0
29.7,35.3,35.8,0,16,0
26.9,33.6,54.9,0,14,0
28.8,31.5,56.0,0,17,0
21.5,31.4,56.5,0,15,1
26.9,35.7,85.1,1,23,0
17.6,33.9,48.7,0,1,1
35.3,32.3,63.2,0,5,0
19.9,31.9,60.2,0,11,1
34.0,33.4,48.2,1,4,0
23.1,30.1,63.1,1,23,0
26.6,35.3,53.4,0,16,0
21.0,27.7,63.8,0,18,1
16.9,30.4,74.6,0,11,1
11.0,34.4,56.5,0,4,1
16.6,27.5,52.2,0,23,1
22.4,25.7,65.5,0,6,0
26.7,32.3,69.0,1,1,0
33.1,25.2,46.2,1,11,0
21.4,26.8,50.5,0,22,1
17.9,35.0,61.8,0,4,1
13.5,31.2,53.7,0,21,1
28.8,37.1,45.5,0,7,0
36.1,27.2,60.4,0,4,0
35.1,31.6,61.7,0,15,0
30.7,33.6,51.7,1,8,0
30.1,27.3,55.6,1,0,0
38.6,36.1,49.2,1,4,0
27.7,34.0,44.0,0,0,0
30.2,25.6,50.0,1,16,0
22.4,31.8,55.7,0,0,0
14.1,33.5,40.2,0,14,1
19.5,29.6,50.8,0,4,1
24.9,26.1,55.9,1,8,0
25.5,33.1,66.9,0,17,0
40.4,40.8,51.9,0,5,0
25.7,30.5,42.5,0,20,0
34.4,38.3,52.9,0,11,0
21.5,29.0,49.3,0,13,1
22.5,32.9,60.5,0,6,0
14.4,35.1,51.6,1,6,0
19.1,32.0,27.9,1,18,0
29.2,30.8,90.0,1,5,0
25.1,34.9,56.4,0,2,0
32.5,39.6,55.9,0,15,0
26.5,33.2,39.6,0,15,0
22.2,29.9,40.4,1,17,0
42.2,31.2,54.1,0,4,0
24.2,42.1,58.4,0,19,0
34.3,32.5,62.0,0,3,0
21.8,29.6,57.4,0,15,1
30.7,27.4,43.1,0,3,0
32.4,24.7,30.0,0,23,0
26.7,33.5,54.0,0,12,0
6.2,34.6,49.7,0,13,1
25.1,30.4,42.4,0,16,0
34.8,31.9,63.3,0,2,0
29.2,27.3,39.2,0,2,0
28.6,32.5,61.2,1,16,0
11.2,33.9,40.9,0,12,1
19.2,29.9,56.3,0,20,1
28.3,38.8,64.3,0,19,0
28.3,28.7,51.6,0,9,0
34.7,33.1,71.9,1,23,0
23.8,35.4,74.2,1,11,0
28.2,31.7,57.4,1,8,0
25.1,31.2,60.4,0,20,0
17.1,26.3,65.6,0,0,1
7.0,37.4,60.4,1,3,0
28.4,31.3,59.4,0,18,0
26.4,34.1,49.8,1,5,0
20.1,34.7,38.1,1,14,0
12.0,29.5,41.1,0,17,1
30.0,31.2,78.8,0,4,0
22.9,37.3,58.2,0,7,0
29.5,27.5,52.5,0,10,0
39.9,40.5,67.6,0,4,0
7.9,29.0,47.5,0,20,1
19.4,27.3,60.8,0,7,1
23.3,32.5,55.8,0,10,0
36.6,40.8,59.6,0,20,0
11.9,24.4,51.6,1,19,0
40.5,31.4,45.4,1,9,0
26.1,33.9,46.8,0,8,0
24.2,32.1,47.2,1,1,0
23.4,33.5,55.0,0,16,0
21.5,29.1,39.4,0,3,1
33.4,29.6,42.5,1,11,0
16.5,31.4,56.4,0,18,1
27.8,27.5,53.7,0,18,0
21.9,31.8,56.9,0,18,1
18.9,30.4,54.5,1,6,0
45.7,30.1,80.2,0,12,0
28.4,33.3,56.3,1,1,0
29.9,24.7,51.2,0,7,0
34.1,31.1,56.0,0,5,0
13.6,41.3,65.2,0,10,1
39.0,27.7,54.5,0,8,0
5.0,37.1,61.8,0,7,1
18.8,32.2,59.0,0,19,1
21.3,29.6,52.1,0,23,1
29.7,26.7,56.1,0,19,0
26.7,32.6,71.0,0,14,0
23.7,37.8,57.4,1,20,0
24.9,30.4,45.1,1,10,0
17.2,31.7,51.8,1,14,0
13.0,36.0,33.9,1,22,0
30.8,33.4,56.4,0,21,0
30.5,25.7,68.1,0,4,0
37.7,32.4,41.6,1,15,0
18.7,38.0,56.5,1,1,0
30.5,31.9,64.9,0,14,0
22.7,21.0,65.9,0,4,0
34.5,33.6,67.8,0,14,0
33.2,31.2,36.3,0,22,0
26.7,24.7,60.0,0,10,0
22.3,25.3,39.9,1,5,0
32.7,35.9,45.0,0,5,0
30.2,29.1,63.2,0,4,0
19.5,28.4,56.6,0,0,1
14.4,31.9,62.3,1,19,0
22.7,29.4,45.7,0,6,0
37.1,32.4,69.7,0,15,0
34.2,31.2,61.9,0,16,0
16.1,27.2,63.9,0,14,1
15.7,30.0,44.2,0,19,1
35.2,33.8,66.7,1,21,0
15.9,32.2,51.8,0,9,1
29.1,31.7,48.9,0,7,0
20.1,39.7,61.3,0,22,1
37.9,34.9,60.8,0,8,0
18.8,35.4,46.5,0,22,1
34.1,31.3,75.6,0,18,0
26.5,32.9,73.1,0,9,0
27.0,30.3,61.1,1,19,0
9.2,35.1,59.3,0,2,1
7.4,31.6,58.3,1,10,0
23.2,32.9,39.5,0,10,0
27.0,32.6,56.1,1,7,0
16.0,31.9,56.0,0,9,1
16.3,43.8,49.2,0,8,1
29.5,29.3,51.9,1,9,0
29.5,29.3,31.2,0,9,0
23.9,34.8,44.0,0,17,0
31.2,29.6,64.2,0,4,0
15.6,30.8,72.3,0,4,1
22.2,27.7,45.6,0,6,0
38.2,34.0,56.8,0,19,0
25.5,34.0,66.0,0,19,0
26.0,30.7,49.8,0,7,0
